"Date Printed: Tuesday, April 12, 2022 10:24:43 PM"
Title: AIDS classifications | AIDS deaths | AIDS prevalence | Acute Viral Hepatitis B | Acute Viral Hepatitis C | Chlamydia | Congenital Syphilis | Early Non-Primary, Non-Secondary Syphilis | Estimated HIV incidence | Estimated HIV prevalence (undiagnosed and diagnosed) | Gonorrhea | HIV deaths | HIV diagnoses | HIV prevalence | HIV viral suppression | Hepatitis  A | Knowledge of Status | Linkage to HIV care | PrEP coverage and number of persons prescribed | Primary and Secondary Syphilis | Receipt of HIV medical care | 2017 | 2018 | 2019 | Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | All races/ethnicities | Both sexes | Ages 13 years and older
Footnote(s): For all HIV surveillance data: Data for the years 2020 and 2021 are preliminary (subject to a 12-month reporting lag). Rates are not reported until 12-month reporting lag complete.
Prevalence: Prevalence data for the year 2019 are preliminary and based on death data received by CDC as of December 2020. Trends through 2019 should be interpreted with caution. Prevalence data prior to 2010 are based on residence at diagnosis; prevalence data from 2010 to present are based on most recent known address. See Technical Notes for more information on death reporting by jurisdiction.
Death: Death data for the year 2019 are preliminary and based on death data received by CDC as of December 2020. Death data based on residence at death.
^ Jurisdiction with incomplete reporting of deaths for most recent year; relevant for HIV deaths, HIV prevalence, AIDS deaths, AIDS prevalence, knowledge of status, estimated HIV incidence, estimated HIV prevalence, and receipt of HIV medical care, and viral suppression indicators.
PrEP coverage, reported as a percentage, is calculated as the number of persons aged ≥16 years classified as having been prescribed PrEP divided by the estimated number of persons aged ≥16 years who had indications for PrEP.   Number prescribed, or “cases”, is defined as the number of persons aged ≥16 years classified as having been prescribed PrEP during the specified year and includes all FDA-approved drugs for PrEP.  “Population” is the annual estimated number of persons with PrEP indications. Total includes people categorized by IQVIA as Black, White, Hispanic, or Other race. Number prescribed are reported through September 2020. Data for which values are unknown were not reported; therefore, values may not sum to column total.
NA - Not applicable
 *Estimates with an RSE of 30%-50% should be used with caution because they do not meet the standard of reliability. Estimates with an RSE>50% are not shown.
 Linkage to care is based on newly diagnosed cases. Data for the years 2020 and 2021 are preliminary (subject to a 12-month reporting lag) and based on data received by CDC as of September 2021. See Technical notes for more details on data availability and stratifications.
 Receipt of care is based on persons living with HIV. See Technical notes for more details on data availability and stratifications.
 Viral suppression is based on persons living with HIV. See Technical notes for more details on data availability and stratifications.


Indicator,Year,Geography,FIPS,Cases (95% CI RSE),Rate per 100000 (95% CI),Percent (95% CI RSE)
"Hepatitis  A","2017","Tennessee","47","Data not available","Data not available","NA"
"HIV viral suppression","2019","Tennessee","47","11,383","NA","67.1"
"HIV viral suppression","2018","Tennessee","47","10,580","NA","63.7"
"HIV viral suppression","2017","Tennessee","47","9,199","NA","57.6"
"HIV prevalence","2019","Tennessee","47","17,667","307.3","NA"
"HIV prevalence","2018","Tennessee","47","17,222","302.6","NA"
"HIV prevalence","2017","Tennessee","47","16,612","295.0","NA"
"HIV diagnoses","2019","Tennessee","47","773","13.4","NA"
"HIV diagnoses","2018","Tennessee","47","746","13.1","NA"
"HIV diagnoses","2017","Tennessee","47","721","12.8","NA"
"HIV deaths","2019","Tennessee","47","307","5.3","NA"
"HIV deaths","2018","Tennessee","47","360","6.3","NA"
"HIV deaths","2017","Tennessee","47","335","5.9","NA"
"Gonorrhea","2019","Tennessee","47","16,009","278.5","NA"
"Gonorrhea","2018","Tennessee","47","14,609","256.7","NA"
"Gonorrhea","2017","Tennessee","47","12,416","220.5","NA"
"Estimated HIV prevalence (undiagnosed and diagnosed)","2019","Tennessee","47","20,200 (19,300 - 21,200, 2.5)","352.1 (334.9 - 369.3)","NA"
"Estimated HIV prevalence (undiagnosed and diagnosed)","2018","Tennessee","47","19,900 (18,900 - 20,800, 2.4)","349.2 (332.6 - 365.8)","NA"
"Estimated HIV prevalence (undiagnosed and diagnosed)","2017","Tennessee","47","19,400 (18,500 - 20,300, 2.4)","343.9 (327.7 - 360.0)","NA"
"Estimated HIV incidence","2019","Tennessee","47","710 (440 - 980, 19.6)","12.3 (7.6 - 17.0)","NA"
"Estimated HIV incidence","2018","Tennessee","47","660 (420 - 900, 18.6)","11.6 (7.4 - 15.8)","NA"
"Estimated HIV incidence","2017","Tennessee","47","700 (490 - 920, 15.7)","12.5 (8.6 - 16.4)","NA"
"Early Non-Primary, Non-Secondary Syphilis","2019","Tennessee","47","638","11.1","NA"
"Early Non-Primary, Non-Secondary Syphilis","2018","Tennessee","47","472","8.3","NA"
"Early Non-Primary, Non-Secondary Syphilis","2017","Tennessee","47","412","7.3","NA"
"Congenital Syphilis","2019","Tennessee","47","Data not available","Data not available","NA"
"Congenital Syphilis","2018","Tennessee","47","Data not available","Data not available","NA"
"Congenital Syphilis","2017","Tennessee","47","Data not available","Data not available","NA"
"Chlamydia","2019","Tennessee","47","41,045","714.0","NA"
"Chlamydia","2018","Tennessee","47","38,184","671.0","NA"
"Chlamydia","2017","Tennessee","47","35,067","622.8","NA"
"Acute Viral Hepatitis C","2019","Tennessee","47","Data not available","Data not available","NA"
"Acute Viral Hepatitis C","2018","Tennessee","47","Data not available","Data not available","NA"
"Acute Viral Hepatitis C","2017","Tennessee","47","Data not available","Data not available","NA"
"Acute Viral Hepatitis B","2019","Tennessee","47","Data not available","Data not available","NA"
"Acute Viral Hepatitis B","2018","Tennessee","47","Data not available","Data not available","NA"
"Acute Viral Hepatitis B","2017","Tennessee","47","Data not available","Data not available","NA"
"AIDS prevalence","2019","Tennessee","47","8,578","149.2","NA"
"AIDS prevalence","2018","Tennessee","47","8,474","148.9","NA"
"AIDS prevalence","2017","Tennessee","47","8,235","146.3","NA"
"AIDS deaths","2019","Tennessee","47","242","4.2","NA"
"AIDS deaths","2018","Tennessee","47","276","4.9","NA"
"AIDS deaths","2017","Tennessee","47","259","4.6","NA"
"AIDS classifications","2019","Tennessee","47","343","6.0","NA"
"AIDS classifications","2018","Tennessee","47","378","6.6","NA"
"AIDS classifications","2017","Tennessee","47","320","5.7","NA"
"Receipt of HIV medical care","2019","Texas","48","68,574","NA","75.5"
"Receipt of HIV medical care","2018","Texas","48","66,453","NA","76.1"
"Receipt of HIV medical care","2017","Texas","48","63,991","NA","76.3"
"Primary and Secondary Syphilis","2019","Texas","48","2,355","9.9","NA"
"Primary and Secondary Syphilis","2018","Texas","48","2,536","10.9","NA"
"Primary and Secondary Syphilis","2017","Texas","48","2,232","9.7","NA"
"PrEP coverage and number of persons prescribed","2019","Texas","48","22,977","NA","18.6"
"PrEP coverage and number of persons prescribed","2018","Texas","48","17,714","NA","14.3"
"PrEP coverage and number of persons prescribed","2017","Texas","48","11,088","NA","9.0"
"Linkage to HIV care","2019","Texas","48","3,210","NA","74.6"
"Linkage to HIV care","2018","Texas","48","3,307","NA","75.4"
"Linkage to HIV care","2017","Texas","48","3,157","NA","72.5"
"Knowledge of Status","2019","Texas","48","94,449","NA","83.3 (81.6 - 85.1, 1.1)"
"Knowledge of Status","2018","Texas","48","90,938","NA","82.9 (81.3 - 84.7, 1.0)"
"Knowledge of Status","2017","Texas","48","87,393","NA","82.5 (80.9 - 84.1, 1.0)"
"Hepatitis  A","2019","Texas","48","Data not available","Data not available","NA"
"Hepatitis  A","2018","Texas","48","Data not available","Data not available","NA"
"Hepatitis  A","2017","Texas","48","Data not available","Data not available","NA"
"HIV viral suppression","2019","Texas","48","56,315","NA","62.0"
"HIV viral suppression","2018","Texas","48","54,218","NA","62.1"
"HIV viral suppression","2017","Texas","48","51,385","NA","61.3"
"HIV prevalence","2019","Texas","48","95,196","402.1","NA"
"HIV prevalence","2018","Texas","48","91,659","393.1","NA"
"HIV prevalence","2017","Texas","48","88,093","383.3","NA"
"HIV diagnoses","2019","Texas","48","4,302","18.2","NA"
"HIV diagnoses","2018","Texas","48","4,422","19.0","NA"
"HIV diagnoses","2017","Texas","48","4,356","19.0","NA"
"HIV deaths","2019","Texas","48","1,434","6.1","NA"
"HIV deaths","2018","Texas","48","1,374","5.9","NA"
"HIV deaths","2017","Texas","48","1,418","6.2","NA"
"Gonorrhea","2019","Texas","48","44,047","186.0","NA"
"Gonorrhea","2018","Texas","48","47,158","202.3","NA"
"Gonorrhea","2017","Texas","48","47,347","206.0","NA"
"Estimated HIV prevalence (undiagnosed and diagnosed)","2019","Texas","48","113,300 (111,000 - 115,700, 1.1)","478.6 (468.6 - 488.6)","NA"
"Estimated HIV prevalence (undiagnosed and diagnosed)","2018","Texas","48","109,600 (107,400 - 111,900, 1.0)","470.3 (460.7 - 479.8)","NA"
"Estimated HIV prevalence (undiagnosed and diagnosed)","2017","Texas","48","106,000 (103,900 - 108,100, 1.0)","461.1 (452.0 - 470.3)","NA"
"Estimated HIV incidence","2019","Texas","48","4,500 (3,700 - 5,300, 9.2)","18.9 (15.4 - 22.3)","NA"
"Estimated HIV incidence","2018","Texas","48","4,500 (3,800 - 5,200, 7.8)","19.5 (16.5 - 22.5)","NA"
"Estimated HIV incidence","2017","Texas","48","4,400 (3,800 - 5,000, 6.9)","19.0 (16.4 - 21.5)","NA"
"Early Non-Primary, Non-Secondary Syphilis","2019","Texas","48","Data suppressed","Data suppressed","NA"
"Early Non-Primary, Non-Secondary Syphilis","2018","Texas","48","4,243","18.2","NA"
"Early Non-Primary, Non-Secondary Syphilis","2017","Texas","48","3,680","16.0","NA"
"Congenital Syphilis","2019","Texas","48","Data not available","Data not available","NA"
"Congenital Syphilis","2018","Texas","48","Data not available","Data not available","NA"
"Congenital Syphilis","2017","Texas","48","Data not available","Data not available","NA"
"Chlamydia","2019","Texas","48","128,897","544.4","NA"
"Chlamydia","2018","Texas","48","146,294","627.4","NA"
"Chlamydia","2017","Texas","48","151,332","658.4","NA"
"Acute Viral Hepatitis C","2019","Texas","48","Data not available","Data not available","NA"
"Acute Viral Hepatitis C","2018","Texas","48","Data not available","Data not available","NA"
"Acute Viral Hepatitis C","2017","Texas","48","Data not available","Data not available","NA"
"Acute Viral Hepatitis B","2019","Texas","48","Data not available","Data not available","NA"
"Acute Viral Hepatitis B","2018","Texas","48","Data not available","Data not available","NA"
"Acute Viral Hepatitis B","2017","Texas","48","Data not available","Data not available","NA"
"AIDS prevalence","2019","Texas","48","46,557","196.6","NA"
"AIDS prevalence","2018","Texas","48","45,660","195.8","NA"
"AIDS prevalence","2017","Texas","48","44,742","194.7","NA"
"AIDS deaths","2019","Texas","48","1,122","4.7","NA"
"AIDS deaths","2018","Texas","48","1,106","4.7","NA"
"AIDS deaths","2017","Texas","48","1,150","5.0","NA"
"AIDS classifications","2019","Texas","48","1,897","8.0","NA"
"AIDS classifications","2018","Texas","48","1,888","8.1","NA"
"AIDS classifications","2017","Texas","48","1,930","8.4","NA"
"Receipt of HIV medical care","2019","Utah","49","2,287","NA","77.6"
"Receipt of HIV medical care","2018","Utah","49","2,133","NA","75.9"
"Receipt of HIV medical care","2017","Utah","49","1,870","NA","71.1"
"Primary and Secondary Syphilis","2019","Utah","49","138","5.4","NA"
"Primary and Secondary Syphilis","2018","Utah","49","169","6.8","NA"
"Primary and Secondary Syphilis","2017","Utah","49","117","4.8","NA"
"PrEP coverage and number of persons prescribed","2019","Utah","49","2,024","NA","29.6"
"PrEP coverage and number of persons prescribed","2018","Utah","49","1,493","NA","21.8"
"PrEP coverage and number of persons prescribed","2017","Utah","49","1,047","NA","15.2"
"Linkage to HIV care","2019","Utah","49","106","NA","78.5"
"Linkage to HIV care","2018","Utah","49","99","NA","83.2"
"Linkage to HIV care","2017","Utah","49","104","NA","91.2"
"Knowledge of Status","2019","Utah","49","3,051","NA","84.6 (76.0 - 95.3, 5.8)"
"Knowledge of Status","2018","Utah","49","2,901","NA","84.3 (75.9 - 94.7, 5.7)"
"Knowledge of Status","2017","Utah","49","2,718","NA","83.8 (75.4 - 94.2, 5.7)"
"Hepatitis  A","2019","Utah","49","Data not available","Data not available","NA"
"Hepatitis  A","2018","Utah","49","Data not available","Data not available","NA"
"Hepatitis  A","2017","Utah","49","Data not available","Data not available","NA"
"HIV viral suppression","2019","Utah","49","2,092","NA","71.0"
"HIV viral suppression","2018","Utah","49","1,910","NA","67.9"
"HIV viral suppression","2017","Utah","49","1,651","NA","62.8"
"HIV prevalence","2019","Utah","49","3,089","121.7","NA"
"HIV prevalence","2018","Utah","49","2,933","118.1","NA"
"HIV prevalence","2017","Utah","49","2,746","113.1","NA"
"HIV diagnoses","2019","Utah","49","135","5.3","NA"
"HIV diagnoses","2018","Utah","49","121","4.9","NA"
"HIV diagnoses","2017","Utah","49","113","4.7","NA"
"HIV deaths","2019","Utah","49","35","1.4","NA"
"HIV deaths","2018","Utah","49","46","1.9","NA"
"HIV deaths","2017","Utah","49","22","0.9","NA"
"Gonorrhea","2019","Utah","49","2,885","113.7","NA"
"Gonorrhea","2018","Utah","49","2,893","116.5","NA"
"Gonorrhea","2017","Utah","49","2,543","104.7","NA"
"Estimated HIV prevalence (undiagnosed and diagnosed)","2019","Utah","49","3,600 (3,200 - 4,000, 5.7)","142.2 (126.2 - 158.2)","NA"
"Estimated HIV prevalence (undiagnosed and diagnosed)","2018","Utah","49","3,400 (3,100 - 3,800, 5.6)","138.6 (123.4 - 153.9)","NA"
"Estimated HIV prevalence (undiagnosed and diagnosed)","2017","Utah","49","3,200 (2,900 - 3,600, 5.7)","133.6 (118.8 - 148.5)","NA"
"Estimated HIV incidence","2019","Utah","49","150 (10 - 290, 47.3*)","6.0 (0.4 - 11.6)","NA"
"Estimated HIV incidence","2018","Utah","49","130 (20 - 250, 43.2*)","5.4 (0.8 - 10.0)","NA"
"Estimated HIV incidence","2017","Utah","49","110 (20 - 200, 42.6*)","4.6 (0.8 - 8.4)","NA"
"Early Non-Primary, Non-Secondary Syphilis","2019","Utah","49","120","4.7","NA"
"Early Non-Primary, Non-Secondary Syphilis","2018","Utah","49","101","4.1","NA"
"Early Non-Primary, Non-Secondary Syphilis","2017","Utah","49","85","3.5","NA"
"Congenital Syphilis","2019","Utah","49","Data not available","Data not available","NA"
"Congenital Syphilis","2018","Utah","49","Data not available","Data not available","NA"
"Congenital Syphilis","2017","Utah","49","Data not available","Data not available","NA"
"Chlamydia","2019","Utah","49","11,074","436.4","NA"
"Chlamydia","2018","Utah","49","10,537","424.5","NA"
"Chlamydia","2017","Utah","49","10,132","417.3","NA"
"Acute Viral Hepatitis C","2019","Utah","49","Data not available","Data not available","NA"
"Acute Viral Hepatitis C","2018","Utah","49","Data not available","Data not available","NA"
"Acute Viral Hepatitis C","2017","Utah","49","Data not available","Data not available","NA"
"Acute Viral Hepatitis B","2019","Utah","49","Data not available","Data not available","NA"
"Acute Viral Hepatitis B","2018","Utah","49","Data not available","Data not available","NA"
"Acute Viral Hepatitis B","2017","Utah","49","Data not available","Data not available","NA"
"AIDS prevalence","2019","Utah","49","1,462","57.6","NA"
"AIDS prevalence","2018","Utah","49","1,436","57.8","NA"
"AIDS prevalence","2017","Utah","49","1,384","57.0","NA"
"AIDS deaths","2019","Utah","49","29","1.1","NA"
"AIDS deaths","2018","Utah","49","36","1.5","NA"
"AIDS deaths","2017","Utah","49","19","0.8","NA"
"AIDS classifications","2019","Utah","49","47","1.9","NA"
"AIDS classifications","2018","Utah","49","42","1.7","NA"
"AIDS classifications","2017","Utah","49","40","1.6","NA"
"Receipt of HIV medical care","2019","Vermont","50","Data not available","NA","Data not available"
"Receipt of HIV medical care","2018","Vermont","50","Data not available","NA","Data not available"
"Receipt of HIV medical care","2017","Vermont","50","Data not available","NA","Data not available"
"Primary and Secondary Syphilis","2019","Vermont","50","11","2.0","NA"
"Primary and Secondary Syphilis","2018","Vermont","50","11","2.0","NA"
"Primary and Secondary Syphilis","2017","Vermont","50","13","2.4","NA"
"PrEP coverage and number of persons prescribed","2019","Vermont","50","337","NA","31.8"
"PrEP coverage and number of persons prescribed","2018","Vermont","50","283","NA","26.7"
"PrEP coverage and number of persons prescribed","2017","Vermont","50","220","NA","14.8"
"Linkage to HIV care","2019","Vermont","50","Data not available","NA","Data not available"
"Linkage to HIV care","2018","Vermont","50","Data not available","NA","Data not available"
"Linkage to HIV care","2017","Vermont","50","Data not available","NA","Data not available"
"Knowledge of Status","2019","Vermont","50","710","NA","89.6 (73.7 - 100.0, 7.5)"
"Knowledge of Status","2018","Vermont","50","698","NA","89.5 (74.0 - 100.0, 7.4)"
"Knowledge of Status","2017","Vermont","50","678","NA","88.5 (73.4 - 100.0, 7.7)"
"Hepatitis  A","2019","Vermont","50","Data not available","Data not available","NA"
"Hepatitis  A","2018","Vermont","50","Data not available","Data not available","NA"
"Hepatitis  A","2017","Vermont","50","Data not available","Data not available","NA"
"HIV viral suppression","2019","Vermont","50","Data not available","NA","Data not available"
"HIV viral suppression","2018","Vermont","50","Data not available","NA","Data not available"
"HIV viral suppression","2017","Vermont","50","Data not available","NA","Data not available"
"HIV prevalence","2019","Vermont","50","722","132.7","NA"
"HIV prevalence","2018","Vermont","50","710","130.6","NA"
"HIV prevalence","2017","Vermont","50","689","127.0","NA"
"HIV diagnoses","2019","Vermont","50","11","2.0","NA"
"HIV diagnoses","2018","Vermont","50","18","3.3","NA"
"HIV diagnoses","2017","Vermont","50","20","3.7","NA"
"HIV deaths","2019","Vermont","50","8","1.5","NA"
"HIV deaths","2018","Vermont","50","11","2.0","NA"
"HIV deaths","2017","Vermont","50","12","2.2","NA"
"Gonorrhea","2019","Vermont","50","175","32.2","NA"
"Gonorrhea","2018","Vermont","50","268","49.3","NA"
"Gonorrhea","2017","Vermont","50","203","37.4","NA"
"Estimated HIV prevalence (undiagnosed and diagnosed)","2019","Vermont","50","790 (710 - 960, 11.0)","145.7 (130.5 - 177.0)","NA"
"Estimated HIV prevalence (undiagnosed and diagnosed)","2018","Vermont","50","780 (700 - 940, 10.7)","143.5 (128.4 - 173.5)","NA"
"Estimated HIV prevalence (undiagnosed and diagnosed)","2017","Vermont","50","770 (680 - 920, 10.5)","141.1 (124.9 - 170.3)","NA"
"Estimated HIV incidence","2019","Vermont","50","Data suppressed","Data suppressed","NA"
"Estimated HIV incidence","2018","Vermont","50","Data suppressed","Data suppressed","NA"
"Estimated HIV incidence","2017","Vermont","50","Data suppressed","Data suppressed","NA"
"Early Non-Primary, Non-Secondary Syphilis","2019","Vermont","50","11","2.0","NA"
"Early Non-Primary, Non-Secondary Syphilis","2018","Vermont","50","18","3.3","NA"
"Early Non-Primary, Non-Secondary Syphilis","2017","Vermont","50","13","2.4","NA"
"Congenital Syphilis","2019","Vermont","50","Data not available","Data not available","NA"
"Congenital Syphilis","2018","Vermont","50","Data not available","Data not available","NA"
"Congenital Syphilis","2017","Vermont","50","Data not available","Data not available","NA"
"Chlamydia","2019","Vermont","50","Data suppressed","Data suppressed","NA"
"Chlamydia","2018","Vermont","50","1,710","314.6","NA"
"Chlamydia","2017","Vermont","50","1,858","342.4","NA"
"Acute Viral Hepatitis C","2019","Vermont","50","Data not available","Data not available","NA"
"Acute Viral Hepatitis C","2018","Vermont","50","Data not available","Data not available","NA"
"Acute Viral Hepatitis C","2017","Vermont","50","Data not available","Data not available","NA"
"Acute Viral Hepatitis B","2019","Vermont","50","Data not available","Data not available","NA"
"Acute Viral Hepatitis B","2018","Vermont","50","Data not available","Data not available","NA"
"Acute Viral Hepatitis B","2017","Vermont","50","Data not available","Data not available","NA"
"AIDS prevalence","2019","Vermont","50","373","68.5","NA"
"AIDS prevalence","2018","Vermont","50","378","69.6","NA"
"AIDS prevalence","2017","Vermont","50","369","68.0","NA"
"AIDS deaths","2019","Vermont","50","7","1.3","NA"
"AIDS deaths","2018","Vermont","50","8","1.5","NA"
"AIDS deaths","2017","Vermont","50","5","0.9","NA"
"AIDS classifications","2019","Vermont","50","3","0.6","NA"
"AIDS classifications","2018","Vermont","50","10","1.8","NA"
"AIDS classifications","2017","Vermont","50","13","2.4","NA"
"Receipt of HIV medical care","2019","Virginia","51","15,972","NA","69.8"
"Receipt of HIV medical care","2018","Virginia","51","15,309","NA","68.8"
"Receipt of HIV medical care","2017","Virginia","51","14,400","NA","66.7"
"Primary and Secondary Syphilis","2019","Virginia","51","659","9.2","NA"
"Primary and Secondary Syphilis","2018","Virginia","51","702","9.8","NA"
"Primary and Secondary Syphilis","2017","Virginia","51","535","7.5","NA"
"PrEP coverage and number of persons prescribed","2019","Virginia","51","4,399","NA","14.0"
"PrEP coverage and number of persons prescribed","2018","Virginia","51","3,145","NA","10.0"
"PrEP coverage and number of persons prescribed","2017","Virginia","51","2,055","NA","6.1"
"Linkage to HIV care","2019","Virginia","51","647","NA","78.7"
"Linkage to HIV care","2018","Virginia","51","659","NA","76.8"
"Linkage to HIV care","2017","Virginia","51","656","NA","76.0"
"Knowledge of Status","2019","Virginia","51","23,413","NA","87.2 (83.6 - 91.0, 2.2)"
"Knowledge of Status","2018","Virginia","51","22,673","NA","86.6 (83.1 - 90.3, 2.1)"
"Knowledge of Status","2017","Virginia","51","22,073","NA","86.1 (82.7 - 89.7, 2.1)"
"Hepatitis  A","2019","Virginia","51","Data not available","Data not available","NA"
"Hepatitis  A","2018","Virginia","51","Data not available","Data not available","NA"
"Hepatitis  A","2017","Virginia","51","Data not available","Data not available","NA"
"HIV viral suppression","2019","Virginia","51","14,462","NA","63.2"
